ts_utc,ticker,kind,side,price_c,contracts,cost,fee,spot,distance_bps
2026-08-10 01:38,KXBTC15M-26AUG092145-45,entry,no,97,5,4.85,0.02,64874.01,15.41
2026-08-10 01:53,KXBTC15M-26AUG092200-00,entry,yes,99,5,4.95,0.01,65160.00,37.46
2026-08-10 02:08,KXBTC15M-26AUG092215-15,entry,no,94,5,4.70,0.02,65033.31,17.80
2026-08-10 02:23,KXBTC15M-26AUG092230-30,entry,no,98,5,4.90,0.01,64921.06,21.65
2026-08-10 02:38,KXBTC15M-26AUG092245-45,entry,yes,85,5,4.25,0.05,64943.83,4.69
2026-08-10 02:53,KXBTC15M-26AUG092300-00,entry,no,97,5,4.85,0.02,65039.37,17.35
2026-08-10 03:08,KXBTC15M-26AUG092315-15,entry,no,92,5,4.60,0.03,64999.70,7.61
2026-08-10 03:23,KXBTC15M-26AUG092330-30,entry,yes,97,5,4.85,0.02,65033.29,16.48
2026-08-10 03:53,KXBTC15M-26AUG100000-00,entry,no,66,7,4.62,0.11,64941.51,3.87
2026-08-10 04:08,KXBTC15M-26AUG100015-15,entry,yes,93,5,4.65,0.03,64997.14,12.50
2026-08-10 04:38,KXBTC15M-26AUG100045-45,entry,no,76,6,4.56,0.08,64980.59,1.78
2026-08-10 04:53,KXBTC15M-26AUG100100-00,entry,yes,74,6,4.44,0.09,64969.12,1.99
2026-08-10 05:08,KXBTC15M-26AUG100115-15,entry,yes,85,5,4.25,0.05,64992.11,6.32
2026-08-10 05:23,KXBTC15M-26AUG100130-30,entry,yes,89,5,4.45,0.04,64990.13,7.85
2026-08-10 05:38,KXBTC15M-26AUG100145-45,entry,yes,73,6,4.38,0.09,65000.78,1.50
2026-08-10 06:08,KXBTC15M-26AUG100215-15,entry,yes,83,6,4.98,0.06,65145.42,9.00
2026-08-10 06:23,KXBTC15M-26AUG100230-30,entry,no,64,7,4.48,0.12,65147.14,1.48
2026-08-10 06:38,KXBTC15M-26AUG100245-45,entry,yes,87,5,4.35,0.04,65145.20,4.14
2026-08-10 06:53,KXBTC15M-26AUG100300-00,entry,yes,78,6,4.68,0.08,65223.41,6.05
2026-08-10 07:08,KXBTC15M-26AUG100315-15,entry,no,84,5,4.20,0.05,65207.30,6.04
2026-08-10 07:23,KXBTC15M-26AUG100330-30,entry,yes,67,7,4.69,0.11,65239.63,3.60
2026-08-10 07:38,KXBTC15M-26AUG100345-45,entry,yes,92,5,4.60,0.03,65305.01,4.95
2026-08-10 07:53,KXBTC15M-26AUG100400-00,entry,no,98,5,4.90,0.01,65150.01,20.36
2026-08-10 08:08,KXBTC15M-26AUG100415-15,entry,yes,93,5,4.65,0.03,65204.71,6.79
2026-08-10 08:23,KXBTC15M-26AUG100430-30,entry,yes,72,6,4.32,0.09,65236.16,2.61
2026-08-10 08:38,KXBTC15M-26AUG100445-45,entry,no,89,5,4.45,0.04,65197.56,6.89
2026-08-10 09:08,KXBTC15M-26AUG100515-15,entry,no,91,5,4.55,0.03,65146.28,8.31
2026-08-10 09:23,KXBTC15M-26AUG100530-30,entry,no,74,6,4.44,0.09,65135.29,6.09
2026-08-10 09:38,KXBTC15M-26AUG100545-45,entry,no,98,5,4.90,0.01,65017.97,15.70
2026-08-10 09:53,KXBTC15M-26AUG100600-00,entry,no,95,5,4.75,0.02,64900.03,16.47
2026-08-10 10:08,KXBTC15M-26AUG100615-15,entry,yes,96,5,4.80,0.02,64970.77,7.30
2026-08-10 10:53,KXBTC15M-26AUG100700-00,entry,yes,78,6,4.68,0.08,64976.06,2.32
2026-08-10 11:23,KXBTC15M-26AUG100730-30,entry,yes,96,5,4.80,0.02,64986.49,4.33
2026-08-10 11:38,KXBTC15M-26AUG100745-45,entry,no,77,6,4.62,0.08,65025.01,0.87
2026-08-10 11:53,KXBTC15M-26AUG100800-00,entry,yes,64,7,4.48,0.12,65021.40,0.95
2026-08-10 12:08,KXBTC15M-26AUG100815-15,entry,yes,89,5,4.45,0.04,65105.58,4.01
2026-08-10 12:23,KXBTC15M-26AUG100830-30,entry,no,85,5,4.25,0.05,65029.71,8.22
2026-08-10 12:38,KXBTC15M-26AUG100845-45,entry,no,96,5,4.80,0.02,64883.41,18.42
2026-08-10 12:53,KXBTC15M-26AUG100900-00,entry,no,97,5,4.85,0.02,64863.23,16.02
2026-08-10 13:23,KXBTC15M-26AUG100930-30,entry,yes,95,5,4.75,0.02,64880.38,7.18
2026-08-10 13:38,KXBTC15M-26AUG100945-45,entry,no,94,5,4.70,0.02,64661.22,33.59
2026-08-10 13:53,KXBTC15M-26AUG101000-00,entry,no,89,5,4.45,0.04,64474.54,18.36
2026-08-10 14:08,KXBTC15M-26AUG101015-15,entry,yes,94,5,4.70,0.02,64553.34,6.75
2026-08-10 14:53,KXBTC15M-26AUG101100-00,entry,no,94,5,4.70,0.02,64623.80,25.60
2026-08-10 15:08,KXBTC15M-26AUG101115-15,entry,yes,80,6,4.80,0.07,64589.55,1.09
2026-08-10 15:23,KXBTC15M-26AUG101130-30,entry,no,92,5,4.60,0.03,64409.78,17.86
2026-08-10 15:53,KXBTC15M-26AUG101200-00,entry,no,75,6,4.50,0.08,64155.72,21.30
2026-08-10 16:23,KXBTC15M-26AUG101230-30,entry,no,97,5,4.85,0.02,64011.84,24.49
2026-08-10 16:53,KXBTC15M-26AUG101300-00,entry,no,83,6,4.98,0.06,63812.51,19.36
2026-08-10 17:08,KXBTC15M-26AUG101315-15,entry,yes,67,7,4.69,0.11,63877.67,7.15
2026-08-10 17:23,KXBTC15M-26AUG101330-30,entry,no,94,5,4.70,0.02,63890.75,7.96
2026-08-10 17:38,KXBTC15M-26AUG101345-45,entry,yes,65,7,4.55,0.12,63889.18,1.91
2026-08-10 17:53,KXBTC15M-26AUG101400-00,entry,no,86,5,4.30,0.05,63848.02,7.56
